"Data Source","World Development Indicators",
"Guam","GUM","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","96.38266","","","","","","","","","","99.4171099999999","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","82.43656","","","","","86.31438","","","","",
"High income","HIC","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Hong Kong SAR, China","HKG","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Honduras","HND","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","79.78523","","","","","","83.74603","","","84.78901","85.34128","85.6962","85.66837","87.39595","87.9220799999999","89.04894","","",
"Heavily indebted poor countries (HIPC)","HPC","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","54.82135","55.38408","55.66421","56.22266","56.64628","56.77263","57.03201","57.34808","57.86259","57.61236","57.91616","58.55651","59.27664","60.03361","60.66391","61.25502","62.61013","63.17868","65.2118","64.00422","62.88338","63.86849","63.31291","64.09898","64.20828","65.79478","66.74401","67.05549","67.78649","68.07162","68.56768","","",
"Croatia","HRV","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98.75706","","","","","","","","","","99.32059","","","","","","","","","","99.62971","","","","","","","",
"Haiti","HTI","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","37.12974","","","","","","","","","","","","","","","","","","","","","63.09002","","","53.35505","","","","","","","","","","","","",
"Hungary","HUN","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","99.30319","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.16","","","","",
"IBRD only","IBD","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","73.14557","73.20607","73.45451","74.02095","74.57304","74.87459","75.47151","76.01003","76.68677","77.25868","77.77798","78.27319","78.943","80.72618","81.15046","81.20306","81.87533","82.39652","82.77381","83.13411","83.51223","83.87096","85.64557","87.29533","87.5463","87.90062","88.075","88.3688","88.91728","89.24159","89.49006","89.337","90.08799","90.34627","90.55191","90.7055","90.92747","91.17788","91.32902","91.57229","91.80015","91.98824","","",
"IDA & IBRD total","IBT","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","70.26027","70.33943","70.60042","71.11434","71.61282","71.90373","72.42896","72.93028","73.53157","74.04996","74.52324","74.97592","75.58798","77.18036","77.58717","77.68589","78.21639","78.82685","79.28102","79.65482","79.99196","80.34508","81.84664","83.37449","83.65711","83.83242","84.02247","84.41058","84.97776","85.46772","85.53182","85.4177","85.71124","86.06837","86.34352","86.46037","86.21467","87.22432","87.32387","87.57435","87.77054","87.94097","","",
"IDA total","IDA","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","58.21402","58.47538","58.66605","59.00833","59.29153","59.59955","59.90451","60.2028","60.60507","61.41408","61.83341","62.22606","62.27547","63.41704","64.34893","64.93632","65.26689","65.70766","66.22098","67.40788","67.9703","67.56632","67.94527","68.82283","69.57412","70.82185","70.29521","70.45307","69.14191","70.02247","70.71949","70.8777","69.12127","73.07355","73.18958","73.66764","73.95434","74.25909","","",
"IDA blend","IDB","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","64.64374","64.996","65.29227","65.62543","65.78596","65.88347","66.22366","66.45936","66.67997","66.90283","67.23401","67.68575","68.11391","68.47461","68.87229","69.05507","71.25948","73.17094","73.68182","74.18356","74.7692","75.22507","75.91896","76.26146","74.43003","74.87972","75.25985","76.27736","77.21038","77.39425","78.70533","77.08137","76.75963","77.66111","77.74399","77.41155","78.53029","78.2912","78.61052","78.8325","79.18198","","",
"Indonesia","IDN","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","77.4749999999999","","","","","","","","","","88.02452","","","","","","","","","","","","","","94.0350799999999","","95.15854","","95.38319","95.64701","","95.5910899999999","","","96.79101","97.10652","97.17444","","",
"IDA only","IDX","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","54.19843","54.50945","54.87456","55.23446","55.50936","55.88005","56.94765","57.41427","57.80283","57.78482","58.25043","58.57008","59.23937","59.48809","59.85222","60.41697","61.93369","62.64954","63.17267","63.51649","64.72365","65.31856","66.77779","65.81332","65.25473","64.15226","65.79964","66.38262","66.60512","63.99434","69.72072","70.07626","70.67271","71.02026","71.32","","",
"Isle of Man","IMN","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","54.84102","","","","","","","","","","61.64192","","","","","","","","","","73.41186","","","","","75.1919","","","","","78.87723","","","","","","","",
"Not classified","INX","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Iran, Islamic Rep.","IRN","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","48.18333","","","","","","","","","","63.09955","","","","","74.27448","","","","","79.87161","","","","","","83.5","","","88.0103199999999","87.27219","","88.17703","","","","88.87982","89.54248","89.63542","","90.35241","","",
"Iraq","IRQ","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","84.08741","","","","","","","","","","","","","53.00728","","","","","",
"Iceland","ISL","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Israel","ISR","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","94.9633999999999","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Italy","ITA","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","97.46465","","","","","","","","","","","","","","","","","","","","98.82369","","","","","","","","","","99.1410099999999","","","","","","","",
"Jamaica","JAM","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","74.08184","","","","","","","","","","","","","","","83.44","","","","",
"Jordan","JOR","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","80.4826099999999","","","","","","","","","","","","","","","","","","","","","","","","95.0845","","95.17645","","95.49455","","","95.76724","97.74836","98.44456","","","","","","",
"Japan","JPN","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Kazakhstan","KAZ","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.07195","","","","","","","","","","99.7633","","","","","","","","","","99.78625","99.82968","","","","","","","","",
"Kenya","KEN","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","87.49466","","","","","","","78.07915","","","","","","","83.77803","","","","",
"Kyrgyz Republic","KGZ","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.30671","","","","","","","","","","99.51879","","","","","","","","","",
"Cambodia","KHM","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","79.48218","","","","","","84.68001","","","","85.0826699999999","82.7523999999999","","","","","84.81415","86.5324399999999","","","",
"Kiribati","KIR","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Kitts and Nevis","KNA","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Korea, Rep.","KOR","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Kuwait","KWT","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","68.02863","","","","","72.78765","","","","","78.1973","","","","","","","","","","81.1209499999999","","","","","","","","","","94.44604","94.52522","94.79458","95.01588","","95.54531","","95.83972","96.35419","","96.39225","","96.69714","",
"Latin America & Caribbean (excluding high income)","LAC","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","81.23804","81.23376","81.48604","81.78953","82.09728","82.36363","82.47443","82.85508","83.10781","83.38965","83.64485","83.89241","84.1343","84.44313","84.83331","85.1345","85.32795","85.9554","86.5657","87.18052","87.80128","88.41704","88.66981","88.96777","89.37385","89.62215","89.68697","89.95758","89.96566","90.7647","90.60215","91.09289","91.11976","91.43409","91.74401","91.97715","91.97893","92.61239","92.77229","92.81084","93.20933","93.59306","93.87516","","",
"Lao PDR","LAO","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","73.48625","","","","","81.36018","77.00606","","","","82.45175","","","","","","67.35858","","","","89.96128","","","",
"Lebanon","LBN","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","93.37894","","94.27195","","","","","","","","","",
"Liberia","LBR","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","44.87932","","","","","","","","","","","","","","","","","","","","","","","60.77481","","","","","","","","","","","",
"Libya","LBY","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","76.99263","","","","","","","","","","87.72","","","","","","","","","","93.8499999999999","","","","","","","","","","","","","","",
"St. Lucia","LCA","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Latin America & Caribbean","LCN","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","81.81989","81.8122","82.04955","82.33461","82.63425","82.89441","83.00447","83.37501","83.61856","83.89079","84.13914","84.37973","84.61445","84.90968","85.28275","85.60863","85.79956","86.39742","86.97867","87.56436","88.15678","88.74469","88.98828","89.27517","89.6644","89.89471","89.96065","90.22202","90.23348","90.99017","90.8408","91.31241","91.3514","91.71827","92.01898","92.24266","92.21452","92.79688","92.95767","92.97227","93.36097","93.73146","94.00368","","",
"Least developed countries: UN classification","LDC","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","51.88194","52.24582","52.58317","52.95865","53.32404","53.58743","53.95542","55.05358","55.58121","55.97194","55.92072","56.41133","56.7404","57.46067","58.01496","58.35968","58.92567","60.51033","61.29823","61.46601","61.73533","63.02506","63.6412","65.22828","64.64389","63.9701","62.56033","64.29725","65.24535","65.39659","62.4382","68.62739","68.98847","69.66906","70.01257","70.31195","","",
"Low income","LIC","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","54.09036","54.50948","55.12061","55.89743","56.52401","56.96154","57.03209","57.41972","57.67774","58.19991","58.38724","58.61256","59.20513","59.83008","60.28514","60.3335","60.62071","61.95553","62.41863","64.52388","63.22988","63.2455","63.98135","63.31602","64.55234","64.41153","65.89845","66.89053","67.13746","67.94153","68.16726","68.61602","","",
"Liechtenstein","LIE","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","91.3484","","","","","","","","","","","","","","","","","","","","92.2702","","","","","92.71365","","92.24393","","92.57847","","","","","","93.45589","92.9805499999999","",
"Lower middle income","LMC","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","61.06534","61.16721","61.62207","62.06052","62.48553","62.42481","62.88092","63.63748","63.95614","64.35883","64.76439","65.1888","65.97245","66.93902","67.43278","67.89049","68.1066","69.1844","69.94081","70.49092","71.01003","71.57621","72.08142","75.3746","75.84758","76.01345","76.333","77.004","77.82165","78.37285","78.54821","78.27702","78.34318","79.18634","79.74535","80.14286","79.28237","81.40402","81.68749","82.1138","82.49906","82.82063","","",
"Low & middle income","LMY","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","69.97244","70.05868","70.32915","70.85461","71.36458","71.66498","72.2034","72.7167","73.33008","73.85966","74.34391","74.80609","75.4293","77.03989","77.45098","77.55132","78.08826","78.70495","79.16371","79.54117","79.88158","80.23808","81.74969","83.28804","83.57401","83.75107","83.94294","84.33527","84.90732","85.40078","85.46604","85.35124","85.64086","85.9993","86.27795","86.39964","86.15664","87.17219","87.27565","87.52762","87.72555","87.89756","","",
"Lesotho","LSO","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","79.99578","","","","","","","","","65.52196","","","","","67.74747","","","","",
"Late-demographic dividend","LTE","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","80.85377","80.85794","81.44693","82.0319","82.57326","83.14703","83.40146","84.23569","84.76125","85.26983","85.77493","86.24038","88.58367","88.90687","88.50232","89.53062","89.82001","90.10094","90.36376","90.64832","90.92738","93.73949","93.93656","94.12221","94.3752","94.51896","94.71555","94.98441","95.24778","95.46094","95.59251","96.17421","96.3082","96.45052","96.44185","96.78216","96.91039","96.96269","97.03717","97.17549","97.26809","","",
"Lithuania","LTU","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.20681","","","","","","","","","","","","99.64315","","","","","","","","","","99.79419","","","","","","","",
"Luxembourg","LUX","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Latvia","LVA","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.75433","","","","","","","","","","","99.79334","","","","","","","","","","","99.8811","","","","","","","",
"Macao SAR, China","MAC","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","92.80968","","","","","","","","","","","","","","","","","","","","95.27621","","","","","96.46999","","","","","97.75129","","","","","98.18592","","",
"St. Martin (French part)","MAF","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","43.71439","","","","","","","","","","","","55.15517","","","","","","","","","","65.70676","","","","68.36586","68.91762","","76.07358","80.38336","","","","","","",
"Monaco","MCO","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98.61405","","","","","","","","","","","97.97762","","","","","","","","","","","","99.3735899999999","","","","","","",
"Madagascar","MDG","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","76.53832","","","","","","","","","67.41731","","","75.02887","","","","","","",
"Maldives","MDV","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","82.40485","","","","","","","","92.1140099999999","","","","","95.89713","","","","","96.21227","","","","","","","","","","","98.36569","","","","","","","","98.52034","","","","",
"Middle East & North Africa","MEA","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","56.92514","57.39328","57.88595","58.13945","58.91628","59.53151","60.15128","60.83993","61.49107","62.1532","62.55605","63.38121","64.26859","65.06845","65.78013","66.751","67.61","69.70118","70.62278","71.46211","72.60458","73.2277","74.31807","75.21122","76.09548","77.09241","77.89807","78.60643","79.55561","79.89984","83.21965","83.76425","84.03289","82.36864","82.98722","83.41441","83.03248","83.54239","84.19503","84.76073","85.13708","85.42232","85.90323","86.16719","","",
"Mexico","MEX","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","86.24265","","","","","","","","","","90.3473999999999","","","","","","","","","","92.55937","","91.9978","","92.44961","93.19041","93.9012","94.4415099999999","94.59216","94.9165699999999","94.38394","94.78277","95.39163","95.11211","95.62047","95.54933","95.84482","","",
"Marshall Islands","MHL","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98.32509","","","","","","","",
"Middle income","MIC","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","71.36052","71.42808","71.68755","72.21897","72.73959","73.02074","73.55668","74.06432","74.67998","75.20507","75.68299","76.14584","76.77018","78.43871","78.84067","78.92195","79.50053","80.14432","80.62959","81.01133","81.37769","81.75154","83.33861","84.95446","85.24168","85.44129","85.63968","85.97738","86.57236","86.96146","87.14582","87.03913","87.31357","87.77285","88.00007","88.16921","87.81343","88.86035","88.9834","89.22049","89.44856","89.62819","","",
"North Macedonia","MKD","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","97.23235","","","","","","","","98.21278","","","","","","","","","","","","","","","","",
"Mali","MLI","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","13.51292","","","","","","","","","","","","","","","","","","","","","","26.73297","","","","","32.7","","","34.85789","","","","43.40063","43.27392","","","","45.06592","","","",
"Malta","MLT","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","86.55354","","","","","","","","","","86.43028","","","","","","","","","","91.18658","","","","","","91.79265","","","","","","","",
"Myanmar","MMR","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","85.78836","","","","","","","","","","","","","","","","","93.92426","","","","","","","","","","","","","","","","80.01159","","",
"Middle East & North Africa (excluding high income)","MNA","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","53.6417","54.11276","54.58375","55.05153","55.55068","55.76731","56.56742","57.1932","57.82551","58.54459","59.21113","59.80371","60.2022","61.05655","62.01459","62.87681","63.64216","64.6181","65.47651","67.76341","68.70348","69.6602","70.84915","71.48156","72.65972","73.57716","74.48557","75.44725","76.27662","77.04488","77.99455","78.2132","82.21813","82.76783","82.97904","80.87986","81.45655","81.79487","81.19811","81.68323","81.83056","82.4351","82.7646","83.04484","83.56031","83.8561","","",
"Montenegro","MNE","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","96.32053","","","","","","","","","","89.28209","","","","","","","","","","","","99.30319","","","","","","","","99.4312099999999","","","","","","","",
"Mongolia","MNG","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98.01678","","","","","","","","","","98.1747","","","","","","","","",
"Northern Mariana Islands","MNP","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","43.77833","","","","","","","","","","","","","","","","","54.81888","","","","","","65.5771","","","","","","67.3546999999999","","","","","","70.75839","","","",
"Mauritania","MRT","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59.54033","","","","","","","57.40438","","","","","","","","","","","",
"Mauritius","MUS","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","85.14575","","","","","","","","","","88.22786","","","","","","","","","","","91.95172","94.65241","94.03689","94.7653799999999","94.86117","95.43586","","",
"Malawi","MWI","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","65.2795","","","","","","","","","","","74.92641","","","","","","","","","","","","72.09765","","","","75.97926","69.75397","","","",
"Malaysia","MYS","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","78.14633","","","","","","","","","","","88.56299","","","","","","","","","","92.7388299999999","","","","","","","","","","","","","","","","","",
"North America","NAC","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Namibia","NAM","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","77.80812","","","","","","","","","","86.55523","","","","","","74.32835","","","","88.63123","","","","","","","",
"New Caledonia","NCL","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","92.19094","","","","","","","","","","","","","94.04419","","","","","","","96.78477","","","","","","","","","","","","","","","","","","98.14","","","","",
"Niger","NER","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.64006","","","","42.92737","","","","","","","39.05869","","","","","","",
"Nigeria","NGA","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","67.65374","","","","","","","","","","","","66.76743","","","","","61.25405","","","","","","","","","","",
"Nicaragua","NIC","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","76.76049","","","","78.09643","","","","","","","","","","","","","",
"Netherlands","NLD","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Norway","NOR","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Nepal","NPL","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","31.67275","","","","","","","","","","49.22002","","","","","","","","","","62.70801","","","","","","","","","","71.70838","","","","","","","",
