entity,code,year,life_expectancy,spend,gdp
Japan,JPN,1984,77.525002,785.0039999999998,29296.68
Japan,JPN,1985,77.827003,864.523,30646.16
Japan,JPN,1986,78.111,895.845,31473.37
Japan,JPN,1987,78.372002,953.318,32800.44
Japan,JPN,1988,78.605003,1005.689,34876.94
Japan,JPN,1989,78.814003,1052.817,36424.37
Japan,JPN,1990,79.003998,1118.227,38073.55
Japan,JPN,1991,79.18,1197.62,39239.68
Japan,JPN,1992,79.355003,1285.073,39440.05
Japan,JPN,1993,79.53600300000002,1373.182,39122.72
Japan,JPN,1994,79.726997,1471.101,39413.79
Japan,JPN,1995,79.934998,1468.677,40403.93
Japan,JPN,1996,80.162003,1499.442,41560.4
Japan,JPN,1997,80.403999,1607.188,41904.91
Japan,JPN,1998,80.655998,1656.22,41329.64
Japan,JPN,1999,80.914001,1765.976,41135.49
Japan,JPN,2000,81.170998,1917.971,42191.28
Japan,JPN,2001,81.422997,2021.205,42251.74
Japan,JPN,2002,81.663002,2104.673,42214.32
Japan,JPN,2003,81.886002,2202.931,42798.68
Japan,JPN,2004,82.091003,2326.211,43693.78
Japan,JPN,2005,82.275002,2463.725,44412.75
Japan,JPN,2006,82.438004,2583.371,45039.11
Japan,JPN,2007,82.585999,2721.71,45765.7
Japan,JPN,2008,82.72200000000002,2852.863,45262.16
Japan,JPN,2009,82.849998,3007.055,42838.54
Japan,JPN,2010,82.97399899999998,3205.216,44678.0
Japan,JPN,2011,83.09700000000002,3798.062,44664.8
Japan,JPN,2012,83.22200000000002,4014.337,45368.7
Japan,JPN,2013,83.350998,4206.951,46318.02
Japan,JPN,2014,83.484001,4245.202,46546.33
Japan,JPN,2015,83.622002,4428.349,47244.78
Netherlands,NLD,1960,73.26799799999998,,
Netherlands,NLD,1961,73.35700200000002,,
Netherlands,NLD,1962,73.427002,,
Netherlands,NLD,1963,73.478996,,
Netherlands,NLD,1964,73.521004,,
Netherlands,NLD,1965,73.555,,
Netherlands,NLD,1966,73.586998,,
Netherlands,NLD,1967,73.623001,,
Netherlands,NLD,1968,73.667,,
Netherlands,NLD,1969,73.725998,,
Netherlands,NLD,1970,73.807999,,
Netherlands,NLD,1971,73.917,,
Netherlands,NLD,1972,74.054001,,
Netherlands,NLD,1973,74.216003,,
Netherlands,NLD,1974,74.40100100000002,,
Netherlands,NLD,1975,74.605003,,
Netherlands,NLD,1976,74.822998,,
Netherlands,NLD,1977,75.04699699999998,,
Netherlands,NLD,1978,75.269997,,
Netherlands,NLD,1979,75.486,,
Netherlands,NLD,1980,75.689003,702.8580000000002,30064.19
Netherlands,NLD,1981,75.875,767.768,29614.3
Netherlands,NLD,1982,76.043999,828.888,29114.75
Netherlands,NLD,1983,76.197998,876.065,29609.2
Netherlands,NLD,1984,76.336998,893.93,30391.48
Netherlands,NLD,1985,76.461998,940.343,31023.37
Netherlands,NLD,1986,76.57599599999998,993.522,31711.42
Netherlands,NLD,1987,76.682999,1048.763,32117.65
Netherlands,NLD,1988,76.787003,1103.749,33006.58
Netherlands,NLD,1989,76.889999,1220.094,34262.11
Netherlands,NLD,1990,76.99299599999998,1339.359,35449.24
Netherlands,NLD,1991,77.098,1442.159,36036.26
Netherlands,NLD,1992,77.202003,1531.941,36388.99
Netherlands,NLD,1993,77.307999,1598.3570000000002,36602.53
Netherlands,NLD,1994,77.416,1644.497,37422.42
Netherlands,NLD,1995,77.528,1701.777,38395.41
Netherlands,NLD,1996,77.641998,1765.6170000000004,39588.54
Netherlands,NLD,1997,77.762001,1826.817,41087.71
Netherlands,NLD,1998,77.889,1961.981,42687.64
Netherlands,NLD,1999,78.028,2077.676,44552.63
Netherlands,NLD,2000,78.186996,2229.255,46119.65
Netherlands,NLD,2001,78.373001,2445.5,46757.05
Netherlands,NLD,2002,78.589996,2703.744,46519.48
Netherlands,NLD,2003,78.836998,2850.1620000000007,46446.91
Netherlands,NLD,2004,79.110001,3018.92,47245.23
Netherlands,NLD,2005,79.40100100000002,3454.707000000001,48168.89
Netherlands,NLD,2006,79.702003,3728.183,49798.57
Netherlands,NLD,2007,80.000999,4015.485,51543.77
Netherlands,NLD,2008,80.287003,4359.999,52230.95
Netherlands,NLD,2009,80.554001,4507.781,50018.18
Netherlands,NLD,2010,80.79699699999998,4633.738,50464.46
Netherlands,NLD,2011,81.014,4846.443,51057.88
Netherlands,NLD,2012,81.209999,5092.811,50285.98
Netherlands,NLD,2013,81.389,5303.365,49968.04
Netherlands,NLD,2014,81.555,5277.928000000001,50460.3
Netherlands,NLD,2015,81.709999,5148.399,51386.27
New Zealand,NZL,1960,71.0,,
New Zealand,NZL,1961,71.08000200000002,,
New Zealand,NZL,1962,71.139,,
New Zealand,NZL,1963,71.179001,,
New Zealand,NZL,1964,71.20500200000002,,
New Zealand,NZL,1965,71.225998,,
New Zealand,NZL,1966,71.247002,,
New Zealand,NZL,1967,71.27600100000002,,
New Zealand,NZL,1968,71.32,,
New Zealand,NZL,1969,71.383003,,
New Zealand,NZL,1970,71.467003,,
New Zealand,NZL,1971,71.572998,,
New Zealand,NZL,1972,71.696999,,
New Zealand,NZL,1973,71.834999,,
New Zealand,NZL,1974,71.987,,
New Zealand,NZL,1975,72.154999,,
New Zealand,NZL,1976,72.339996,,
New Zealand,NZL,1977,72.542999,,
New Zealand,NZL,1978,72.760002,,
New Zealand,NZL,1979,72.986,,
New Zealand,NZL,1980,73.209,483.039,22089.32
New Zealand,NZL,1981,73.416,534.901,23006.46
New Zealand,NZL,1982,73.599998,596.154,22993.43
New Zealand,NZL,1983,73.763,625.252,23492.96
New Zealand,NZL,1984,73.908997,648.832,24323.09
New Zealand,NZL,1985,74.055,612.487,24524.56
New Zealand,NZL,1986,74.225998,662.059,25061.31
New Zealand,NZL,1987,74.436996,742.61,23896.05
New Zealand,NZL,1988,74.699997,837.5239999999999,24310.98
New Zealand,NZL,1989,75.011002,895.6469999999998,24321.4
New Zealand,NZL,1990,75.360001,973.669,24220.29
New Zealand,NZL,1991,75.724998,1034.0510000000004,23536.17
New Zealand,NZL,1992,76.082001,1077.93,23572.59
New Zealand,NZL,1993,76.414001,1105.059,24806.63
New Zealand,NZL,1994,76.716003,1184.825,25739.17
New Zealand,NZL,1995,76.988998,1244.086,26504.34
New Zealand,NZL,1996,77.244003,1272.481,26988.05
New Zealand,NZL,1997,77.497002,1358.182,27492.05
New Zealand,NZL,1998,77.760002,1452.354,27594.03
New Zealand,NZL,1999,78.03600300000002,1522.319,28878.03
New Zealand,NZL,2000,78.32399699999998,1606.771,29394.34
New Zealand,NZL,2001,78.620003,1706.567,30228.58
New Zealand,NZL,2002,78.914001,1841.303,31264.84
New Zealand,NZL,2003,79.199997,1850.405,32174.1
New Zealand,NZL,2004,79.47399899999998,1981.995,32829.13
New Zealand,NZL,2005,79.734001,2124.382,33583.06
New Zealand,NZL,2006,79.980003,2397.123,34095.58
New Zealand,NZL,2007,80.21399699999998,2445.3920000000007,35014.91
New Zealand,NZL,2008,80.438004,2721.377,34134.1
New Zealand,NZL,2009,80.653,2954.518,34458.22
New Zealand,NZL,2010,80.85700200000002,2997.896,34471.84
New Zealand,NZL,2011,81.050003,3113.13,35087.0
New Zealand,NZL,2012,81.23200200000002,3183.941,35651.55
New Zealand,NZL,2013,81.404999,3392.379000000001,36061.3
New Zealand,NZL,2014,81.57,3511.49,37027.49
New Zealand,NZL,2015,81.728996,3523.953,38351.59
Norway,NOR,1960,73.496002,,
Norway,NOR,1961,73.499001,,
Norway,NOR,1962,73.510002,,
Norway,NOR,1963,73.537003,,
Norway,NOR,1964,73.584,,
Norway,NOR,1965,73.653999,,
Norway,NOR,1966,73.739998,,
Norway,NOR,1967,73.834999,,
Norway,NOR,1968,73.932999,,
Norway,NOR,1969,74.033997,,
Norway,NOR,1970,74.139999,,
Norway,NOR,1971,74.254997,,
Norway,NOR,1972,74.384003,,
Norway,NOR,1973,74.528999,,
Norway,NOR,1974,74.686996,,
Norway,NOR,1975,74.856003,,
Norway,NOR,1976,75.031998,,
Norway,NOR,1977,75.210999,,
Norway,NOR,1978,75.385002,,
Norway,NOR,1979,75.54900400000002,,
Norway,NOR,1980,75.696999,533.992,48538.25
Norway,NOR,1981,75.82,594.488,49144.63
Norway,NOR,1982,75.917999,653.6469999999998,49079.69
Norway,NOR,1983,75.997002,726.863,50860.86
Norway,NOR,1984,76.060997,749.056,53787.23
Norway,NOR,1985,76.121002,813.285,56605.71
Norway,NOR,1986,76.190002,929.28,58693.5
Norway,NOR,1987,76.280998,1003.73,59443.7
Norway,NOR,1988,76.400002,1053.595,58973.77
Norway,NOR,1989,76.550003,1071.012,59340.58
Norway,NOR,1990,76.728996,1304.692,60261.09
Norway,NOR,1991,76.931999,1436.93,61832.4
Norway,NOR,1992,77.146004,1544.573,63674.64
Norway,NOR,1993,77.361,1590.691,65097.48
Norway,NOR,1994,77.574997,1676.905,67999.34
Norway,NOR,1995,77.782997,1768.785,70459.05
Norway,NOR,1996,77.985001,1925.621,73627.16
Norway,NOR,1997,78.183998,2213.793,77088.89
Norway,NOR,1998,78.384003,2373.411,78629.3
Norway,NOR,1999,78.585999,2577.515,79661.38
Norway,NOR,2000,78.792999,2848.54,81683.6
Norway,NOR,2001,79.010002,3033.252,82965.99
Norway,NOR,2002,79.237,3418.467,83706.33
Norway,NOR,2003,79.47399899999998,3552.119,83982.32
Norway,NOR,2004,79.720001,3751.321,86791.94
Norway,NOR,2005,79.971001,3980.768,88464.06
Norway,NOR,2006,80.222,4281.678,89854.46
Norway,NOR,2007,80.468002,4497.758,91582.3
Norway,NOR,2008,80.70500200000002,4913.106,90881.63
Norway,NOR,2009,80.93,5024.052,88224.67
Norway,NOR,2010,81.139999,5162.669,87733.52
Norway,NOR,2011,81.334999,5455.727,87440.81
Norway,NOR,2012,81.51799799999998,5736.764,88644.75
Norway,NOR,2013,81.691002,5979.328,88434.95
Norway,NOR,2014,81.856003,6157.6280000000015,89091.83
Norway,NOR,2015,82.015999,6239.435,89802.13
Portugal,PRT,1960,63.422001,,
Portugal,PRT,1961,63.835999,,
Portugal,PRT,1962,64.241997,,
Portugal,PRT,1963,64.641998,,
Portugal,PRT,1964,65.033997,,
Portugal,PRT,1965,65.420998,,
Portugal,PRT,1966,65.803001,,
Portugal,PRT,1967,66.182999,,
Portugal,PRT,1968,66.565002,,
Portugal,PRT,1969,66.949997,,
Portugal,PRT,1970,67.33899699999999,,
Portugal,PRT,1971,67.733002,,
Portugal,PRT,1972,68.133003,,
Portugal,PRT,1973,68.53600300000001,,
Portugal,PRT,1974,68.944,,
Portugal,PRT,1975,69.358002,,
Portugal,PRT,1976,69.779999,,
Portugal,PRT,1977,70.209999,,
Portugal,PRT,1978,70.643997,,
Portugal,PRT,1979,71.07800300000002,,
Portugal,PRT,1980,71.505997,278.025,12372.33
Portugal,PRT,1981,71.92400400000002,321.271,12480.27
Portugal,PRT,1982,72.324997,350.531,12734.4
Portugal,PRT,1983,72.70300300000002,343.509,12696.14
Portugal,PRT,1984,73.056,356.735,12440.89
Portugal,PRT,1985,73.375999,409.322,12774.91
Portugal,PRT,1986,73.658997,480.158,13290.19
Portugal,PRT,1987,73.906998,509.526,14127.05
Portugal,PRT,1988,74.125,591.068,15176.9
Portugal,PRT,1989,74.319,603.273,16150.26
Portugal,PRT,1990,74.496002,649.127,16789.05
Portugal,PRT,1991,74.662003,768.2230000000002,17528.94
Portugal,PRT,1992,74.82599599999998,814.298,17704.43
Portugal,PRT,1993,74.998001,850.721,17272.82
Portugal,PRT,1994,75.182999,871.388,17335.38
Portugal,PRT,1995,75.388,1035.562,18009.83
Portugal,PRT,1996,75.61799599999998,1110.241,18576.14
Portugal,PRT,1997,75.871002,1169.991,19290.45
Portugal,PRT,1998,76.14299799999998,1231.0,20079.55
Portugal,PRT,1999,76.433998,1350.557,20741.51
Portugal,PRT,2000,76.744003,1581.49,21418.33
Portugal,PRT,2001,77.071999,1643.559,21727.02
Portugal,PRT,2002,77.414001,1743.0739999999996,21795.2
Portugal,PRT,2003,77.763,1855.027,21496.63
Portugal,PRT,2004,78.114998,1996.977,21794.16
Portugal,PRT,2005,78.459999,2145.119,21873.84
Portugal,PRT,2006,78.793999,2252.848,22130.49
Portugal,PRT,2007,79.112,2330.05,22603.21
Portugal,PRT,2008,79.41100300000002,2490.72,22575.97
Portugal,PRT,2009,79.689003,2614.403,21840.19
Portugal,PRT,2010,79.945999,2684.135,22197.15
Portugal,PRT,2011,80.183998,2552.465,21741.95
Portugal,PRT,2012,80.406998,2472.9970000000008,20825.19
Portugal,PRT,2013,80.620003,2535.938,20555.87
Portugal,PRT,2014,80.827003,2593.617,20711.54
Portugal,PRT,2015,81.028999,2649.599,21066.56
Russia,RUS,1960,66.791,,
Russia,RUS,1961,67.333,,
Russia,RUS,1962,67.755997,,
Russia,RUS,1963,68.071999,,
Russia,RUS,1964,68.293999,,
Russia,RUS,1965,68.441002,,
Russia,RUS,1966,68.52600100000001,,
Russia,RUS,1967,68.563004,,
Russia,RUS,1968,68.564003,,
Russia,RUS,1969,68.542,,
Russia,RUS,1970,68.5,,
Russia,RUS,1971,68.434998,,
Russia,RUS,1972,68.342003,,
Russia,RUS,1973,68.222,,
Russia,RUS,1974,68.082001,,
Russia,RUS,1975,67.93,,
Russia,RUS,1976,67.773003,,
Russia,RUS,1977,67.620003,,
Russia,RUS,1978,67.485001,,
Russia,RUS,1979,67.383003,,
Russia,RUS,1980,67.348,,7329.93
Russia,RUS,1981,67.414001,,7670.96
Russia,RUS,1982,67.586998,,8203.22
Russia,RUS,1983,67.847,,8522.34
Russia,RUS,1984,68.166,,8801.6
Russia,RUS,1985,68.478996,,8862.04
Russia,RUS,1986,68.708,,9098.34
Russia,RUS,1987,68.793999,,9226.25
Russia,RUS,1988,68.708,,9682.76
Russia,RUS,1989,68.447998,,9892.09
Russia,RUS,1990,68.045998,,9555.05
Russia,RUS,1991,67.559998,,9052.86
Russia,RUS,1992,67.068001,,7729.81
Russia,RUS,1993,66.630997,,7057.63
Russia,RUS,1994,66.278,,6164.98
Russia,RUS,1995,66.008003,,5904.12
Russia,RUS,1996,65.79699699999999,,5697.75
Russia,RUS,1997,65.60700200000001,,5786.21
Russia,RUS,1998,65.416,,5487.63
Russia,RUS,1999,65.233002,,5856.86
Russia,RUS,2000,65.081001,367.103,6470.81
Russia,RUS,2001,64.99299599999999,413.867,6833.75
Russia,RUS,2002,65.001999,475.518,7197.48
Russia,RUS,2003,65.127998,512.264,7764.88
Russia,RUS,2004,65.375999,522.751,8364.7
Russia,RUS,2005,65.751999,606.1569999999998,8940.29
Russia,RUS,2006,66.250999,764.796,9708.78
Russia,RUS,2007,66.843002,851.057,10559.22
Russia,RUS,2008,67.490997,1065.269,11117.12
Russia,RUS,2009,68.16100300000001,1179.585,10242.74
Russia,RUS,2010,68.813004,1095.314,10699.14
Russia,RUS,2011,69.406998,1162.387,11264.68
Russia,RUS,2012,69.922997,1271.693,11677.15
Russia,RUS,2013,70.34899899999999,1330.579,11887.06
Russia,RUS,2014,70.679001,1355.052,11977.4
Russia,RUS,2015,70.918999,1305.409,11642.45
Singapore,SGP,1960,65.474998,,
Singapore,SGP,1961,65.891998,,
Singapore,SGP,1962,66.230003,,
Singapore,SGP,1963,66.496002,,
Singapore,SGP,1964,66.70500200000001,,
Singapore,SGP,1965,66.883003,,
Singapore,SGP,1966,67.056,,
Singapore,SGP,1967,67.248001,,
Singapore,SGP,1968,67.478996,,
Singapore,SGP,1969,67.758003,,
Singapore,SGP,1970,68.087997,,
Singapore,SGP,1971,68.461998,,
Singapore,SGP,1972,68.859001,,
Singapore,SGP,1973,69.262001,,
Singapore,SGP,1974,69.664001,,
Singapore,SGP,1975,70.059998,,
Singapore,SGP,1976,70.446999,,
Singapore,SGP,1977,70.82800300000002,,
Singapore,SGP,1978,71.20500200000002,,
Singapore,SGP,1979,71.58000200000002,,
Singapore,SGP,1980,71.95500200000002,,13309.16
Singapore,SGP,1981,72.332001,,14025.33
Singapore,SGP,1982,72.712997,,14370.94
Singapore,SGP,1983,73.100998,,15381.39
Singapore,SGP,1984,73.497002,,16405.42
Singapore,SGP,1985,73.903999,,16253.6
Singapore,SGP,1986,74.32599599999998,,16468.36
Singapore,SGP,1987,74.760002,,17949.5
Singapore,SGP,1988,75.199997,,19425.28
Singapore,SGP,1989,75.636002,,20763.07
Singapore,SGP,1990,76.04900400000002,,22178.59
Singapore,SGP,1991,76.417999,,22873.98
Singapore,SGP,1992,76.73200200000002,,23712.96
Singapore,SGP,1993,76.988998,,25628.34
Singapore,SGP,1994,77.193001,,27575.71
Singapore,SGP,1995,77.358002,,28665.28
Singapore,SGP,1996,77.505997,,29969.11
Singapore,SGP,1997,77.66100300000002,,31581.84
Singapore,SGP,1998,77.845001,,30091.04
Singapore,SGP,1999,78.067001,,31147.36
Singapore,SGP,2000,78.33899699999998,,33098.58
Singapore,SGP,2001,78.664001,,31948.78
Singapore,SGP,2002,79.028999,,32425.45
Singapore,SGP,2003,79.41999799999998,,33019.75
Singapore,SGP,2004,79.824997,,35307.57
Singapore,SGP,2005,80.230003,,37065.88
Singapore,SGP,2006,80.619003,,39427.01
Singapore,SGP,2007,80.98200200000002,,42052.69
Singapore,SGP,2008,81.311996,,41860.81
Singapore,SGP,2009,81.602997,,40738.34
Singapore,SGP,2010,81.856003,,45995.23
Singapore,SGP,2011,82.07800300000002,,47921.64
Singapore,SGP,2012,82.279999,,48884.23
Singapore,SGP,2013,82.473,,50377.66
Singapore,SGP,2014,82.662003,,51328.45
Singapore,SGP,2015,82.84899899999998,,51487.61
South Korea,KOR,1960,52.981998,,
South Korea,KOR,1961,53.709,,
South Korea,KOR,1962,54.449001,,
South Korea,KOR,1963,55.202999,,
South Korea,KOR,1964,55.972,,
South Korea,KOR,1965,56.76300000000001,,
South Korea,KOR,1966,57.59,,
South Korea,KOR,1967,58.451,,
South Korea,KOR,1968,59.335999,,
South Korea,KOR,1969,60.228001,,
South Korea,KOR,1970,61.095001,,
South Korea,KOR,1971,61.898998,,
South Korea,KOR,1972,62.616001,,
South Korea,KOR,1973,63.235001,,
South Korea,KOR,1974,63.756001,,
South Korea,KOR,1975,64.192001,,
South Korea,KOR,1976,64.568001,,
South Korea,KOR,1977,64.92199699999999,,
South Korea,KOR,1978,65.28600300000001,,
South Korea,KOR,1979,65.68,,
South Korea,KOR,1980,66.119003,83.141,3699.83
South Korea,KOR,1981,66.608002,99.753,3904.15
South Korea,KOR,1982,67.136002,111.654,4162.02
South Korea,KOR,1983,67.690002,125.619,4644.19
South Korea,KOR,1984,68.264999,134.894,5066.21
South Korea,KOR,1985,68.850998,150.231,5405.32
South Korea,KOR,1986,69.441002,162.453,5952.5
South Korea,KOR,1987,70.024002,180.709,6628.99
South Korea,KOR,1988,70.591003,216.312,7345.96
South Korea,KOR,1989,71.137001,273.934,7784.94
South Korea,KOR,1990,71.655998,304.54,8464.99
South Korea,KOR,1991,72.146004,328.92800000000005,9239.95
South Korea,KOR,1992,72.612,365.947,9699.29
South Korea,KOR,1993,73.060997,386.857,10253.46
South Korea,KOR,1994,73.494003,412.286,11094.28
South Korea,KOR,1995,73.917999,457.45,12051.99
South Korea,KOR,1996,74.336998,522.9830000000002,12863.79
South Korea,KOR,1997,74.755997,555.617,13524.52
South Korea,KOR,1998,75.179001,546.809,12689.35
South Korea,KOR,1999,75.608002,646.409,14022.89
South Korea,KOR,2000,76.04699699999998,723.058,15158.53
South Korea,KOR,2001,76.499001,897.971,15730.35
South Korea,KOR,2002,76.959999,913.025,16807.92
South Korea,KOR,2003,77.42600300000002,997.14,17221.59
South Korea,KOR,2004,77.89299799999998,1065.157,17992.44
South Korea,KOR,2005,78.356003,1183.438,18644.24
South Korea,KOR,2006,78.810997,1352.469,19538.01
South Korea,KOR,2007,79.253998,1509.385,20482.23
South Korea,KOR,2008,79.678001,1635.045,20931.89
South Korea,KOR,2009,80.08000200000002,1732.457,20973.86
South Korea,KOR,2010,80.456001,1895.699,22219.65
South Korea,KOR,2011,80.802002,1968.14,22897.84
South Korea,KOR,2012,81.119003,2066.151,23298.47
South Korea,KOR,2013,81.41100300000002,2145.485,23858.47
South Korea,KOR,2014,81.678001,2290.805,24517.46
South Korea,KOR,2015,81.92400400000002,2481.587,25052.39
United Kingdom,GBR,1960,70.866997,,
United Kingdom,GBR,1961,70.956001,,
United Kingdom,GBR,1962,71.04499799999998,,
United Kingdom,GBR,1963,71.140999,,
United Kingdom,GBR,1964,71.25,,
United Kingdom,GBR,1965,71.370003,,
United Kingdom,GBR,1966,71.495003,,
United Kingdom,GBR,1967,71.61799599999998,,
United Kingdom,GBR,1968,71.734001,,
United Kingdom,GBR,1969,71.844002,,
United Kingdom,GBR,1970,71.947998,,
United Kingdom,GBR,1971,72.052002,,
United Kingdom,GBR,1972,72.16100300000002,,
United Kingdom,GBR,1973,72.279999,,
United Kingdom,GBR,1974,72.412003,,
United Kingdom,GBR,1975,72.563004,,
United Kingdom,GBR,1976,72.735001,,
United Kingdom,GBR,1977,72.927002,,
United Kingdom,GBR,1978,73.136002,,
United Kingdom,GBR,1979,73.360001,,
United Kingdom,GBR,1980,73.591003,434.247,21865.22
United Kingdom,GBR,1981,73.821999,491.576,21670.24
United Kingdom,GBR,1982,74.047997,516.425,22126.3
United Kingdom,GBR,1983,74.264999,580.993,23046.58
United Kingdom,GBR,1984,74.471001,604.64,23541.7
United Kingdom,GBR,1985,74.667999,636.615,24464.8
United Kingdom,GBR,1986,74.862999,666.247,25154.98
United Kingdom,GBR,1987,75.058998,725.419,26407.89
United Kingdom,GBR,1988,75.263,778.529,27843.21
United Kingdom,GBR,1989,75.473,819.1089999999998,28481.03
United Kingdom,GBR,1990,75.688004,861.887,28609.77
United Kingdom,GBR,1991,75.902,946.52,28218.85
United Kingdom,GBR,1992,76.110001,1048.391,28244.74
United Kingdom,GBR,1993,76.310997,1110.407,28899.25
United Kingdom,GBR,1994,76.503998,1189.895,29942.18
United Kingdom,GBR,1995,76.695,1143.714,30586.17
United Kingdom,GBR,1996,76.887001,1215.379,31277.84
United Kingdom,GBR,1997,77.086998,1254.108,32457.74
United Kingdom,GBR,1998,77.29900400000002,1316.533,33369.93
United Kingdom,GBR,1999,77.525002,1414.901,34309.27
United Kingdom,GBR,2000,77.764,1567.3470000000002,35427.91
United Kingdom,GBR,2001,78.013,1738.07,36185.61
United Kingdom,GBR,2002,78.269997,1897.37,36933.93
United Kingdom,GBR,2003,78.528999,2058.298,38020.64
United Kingdom,GBR,2004,78.788002,2237.374,38723.27
United Kingdom,GBR,2005,79.04900400000002,2331.136,39684.31
United Kingdom,GBR,2006,79.310997,2527.964,40418.76
United Kingdom,GBR,2007,79.577003,2622.66,41099.47
United Kingdom,GBR,2008,79.843002,2784.946,40644.25
United Kingdom,GBR,2009,80.108002,2949.4790000000007,38719.65
United Kingdom,GBR,2010,80.365997,3040.114,39153.72
United Kingdom,GBR,2011,80.610001,3083.163,39500.79
United Kingdom,GBR,2012,80.836998,3144.333,39864.16
United Kingdom,GBR,2013,81.04499799999998,3841.327,40458.74
United Kingdom,GBR,2014,81.234001,3958.337,41467.22
United Kingdom,GBR,2015,81.405998,4071.806,42211.39
United States,USA,1960,69.939003,,
United States,USA,1961,70.010002,,
United States,USA,1962,70.063004,,
United States,USA,1963,70.105003,,
United States,USA,1964,70.143997,,
United States,USA,1965,70.188004,,
United States,USA,1966,70.248001,,
United States,USA,1967,70.33000200000001,,
United States,USA,1968,70.441002,,
United States,USA,1969,70.587997,,
United States,USA,1970,70.778,,
United States,USA,1971,71.01799799999998,,
United States,USA,1972,71.302002,,
United States,USA,1973,71.623001,,
United States,USA,1974,71.971001,,
United States,USA,1975,72.333,,
United States,USA,1976,72.695999,,
United States,USA,1977,73.04499799999998,,
United States,USA,1978,73.371002,,
United States,USA,1979,73.663002,,
United States,USA,1980,73.914001,1036.3,28734.44
United States,USA,1981,74.122002,1191.537,29192.03
United States,USA,1982,74.293999,1329.669,28362.44
United States,USA,1983,74.438004,1451.945,29406.26
United States,USA,1984,74.560997,1590.667,31268.99
United States,USA,1985,74.668999,1735.156,32306.86
United States,USA,1986,74.772003,1847.773,33133.71
United States,USA,1987,74.876999,1990.544,33975.66
United States,USA,1988,74.988998,2210.695,35083.97
United States,USA,1989,75.112999,2440.059,36033.29
United States,USA,1990,75.251999,2700.355,36231.42
United States,USA,1991,75.405998,2915.953,35726.34
United States,USA,1992,75.568001,3113.8459999999995,36508.11
United States,USA,1993,75.734001,3299.975,37026.34
United States,USA,1994,75.903,3441.955,38057.38
United States,USA,1995,76.07,3598.38,38632.74
United States,USA,1996,76.230003,3747.627,39634.44
United States,USA,1997,76.384003,3905.386,40920.67
United States,USA,1998,76.531998,4083.017,42246.95
United States,USA,1999,76.67400400000002,4289.475,43723.75
United States,USA,2000,76.815002,4556.985,45018.23
United States,USA,2001,76.962997,4908.544,45007.05
United States,USA,2002,77.121002,5325.874,45376.61
United States,USA,2003,77.292,5735.271,46221.5
United States,USA,2004,77.474998,6093.974,47540.13
United States,USA,2005,77.667,6443.02,48677.14
United States,USA,2006,77.859001,6806.761,49502.71
United States,USA,2007,78.045998,7160.321999999999,49902.53
United States,USA,2008,78.223,7402.693,49291.86
United States,USA,2009,78.387001,7681.45,47503.07
United States,USA,2010,78.539001,7939.798000000002,48304.27
United States,USA,2011,78.681999,8149.925999999998,48715.53
United States,USA,2012,78.820999,8420.658000000001,49438.44
United States,USA,2013,78.959999,8619.757,49914.58
United States,USA,2014,79.099998,9027.752,50818.96
United States,USA,2015,79.244003,9491.4,51887.64
