"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUS","HEALTHEXP","COMPULSORY","USD_CAP","A","1980",386.739,
"AUS","HEALTHEXP","COMPULSORY","USD_CAP","A","1981",426.699,
"AUS","HEALTHEXP","COMPULSORY","USD_CAP","A","1982",430.561,
"AUS","HEALTHEXP","COMPULSORY","USD_CAP","A","1983",485.346,
"AUS","HEALTHEXP","COMPULSORY","USD_CAP","A","1984",583.889,
"AUS","HEALTHEXP","COMPULSORY","USD_CAP","A","1985",630.294,
"AUS","HEALTHEXP","COMPULSORY","USD_CAP","A","1986",658.391,
"AUS","HEALTHEXP","COMPULSORY","USD_CAP","A","1987",687.711,
"AUS","HEALTHEXP","COMPULSORY","USD_CAP","A","1988",707.102,
"AUS","HEALTHEXP","COMPULSORY","USD_CAP","A","1989",734.382,
"AUS","HEALTHEXP","COMPULSORY","USD_CAP","A","1990",763.082,
"AUS","HEALTHEXP","COMPULSORY","USD_CAP","A","1991",811.005,
"AUS","HEALTHEXP","COMPULSORY","USD_CAP","A","1992",860.648,
"AUS","HEALTHEXP","COMPULSORY","USD_CAP","A","1993",906.035,
"AUS","HEALTHEXP","COMPULSORY","USD_CAP","A","1994",964.732,
"AUS","HEALTHEXP","COMPULSORY","USD_CAP","A","1995",1029.431,
"AUS","HEALTHEXP","COMPULSORY","USD_CAP","A","1996",1081.3,
"AUS","HEALTHEXP","COMPULSORY","USD_CAP","A","1997",1164.447,
"AUS","HEALTHEXP","COMPULSORY","USD_CAP","A","1998",1258.642,"D"
"AUS","HEALTHEXP","COMPULSORY","USD_CAP","A","1999",1384.546,"D"
"AUS","HEALTHEXP","COMPULSORY","USD_CAP","A","2000",1471.322,"D"
"AUS","HEALTHEXP","COMPULSORY","USD_CAP","A","2001",1537.205,"D"
"AUS","HEALTHEXP","COMPULSORY","USD_CAP","A","2002",1665.187,"D"
"AUS","HEALTHEXP","COMPULSORY","USD_CAP","A","2003",1732.073,"D"
"AUS","HEALTHEXP","COMPULSORY","USD_CAP","A","2004",1878.991,"D"
"AUS","HEALTHEXP","COMPULSORY","USD_CAP","A","2005",1944.081,"D"
"AUS","HEALTHEXP","COMPULSORY","USD_CAP","A","2006",2066.856,"D"
"AUS","HEALTHEXP","COMPULSORY","USD_CAP","A","2007",2214.97,"D"
"AUS","HEALTHEXP","COMPULSORY","USD_CAP","A","2008",2283.964,"D"
"AUS","HEALTHEXP","COMPULSORY","USD_CAP","A","2009",2468.9,"D"
"AUS","HEALTHEXP","COMPULSORY","USD_CAP","A","2010",2478.32,"D"
"AUS","HEALTHEXP","COMPULSORY","USD_CAP","A","2011",2626.021,"D"
"AUS","HEALTHEXP","COMPULSORY","USD_CAP","A","2012",2569.941,"D"
"AUS","HEALTHEXP","COMPULSORY","USD_CAP","A","2013",2823.649,"D"
"AUS","HEALTHEXP","COMPULSORY","USD_CAP","A","2014",2896.647,"D"
"AUS","HEALTHEXP","COMPULSORY","USD_CAP","A","2015",3010.696,"D"
"AUS","HEALTHEXP","COMPULSORY","USD_CAP","A","2016",3083.391,
"AUS","HEALTHEXP","COMPULSORY","USD_CAP","A","2017",3109.495,
"AUT","HEALTHEXP","COMPULSORY","USD_CAP","A","1980",496.917,
"AUT","HEALTHEXP","COMPULSORY","USD_CAP","A","1981",511.821,
"AUT","HEALTHEXP","COMPULSORY","USD_CAP","A","1982",549.444,
"AUT","HEALTHEXP","COMPULSORY","USD_CAP","A","1983",577.389,
"AUT","HEALTHEXP","COMPULSORY","USD_CAP","A","1984",598.913,
"AUT","HEALTHEXP","COMPULSORY","USD_CAP","A","1985",653.272,
"AUT","HEALTHEXP","COMPULSORY","USD_CAP","A","1986",694.057,
"AUT","HEALTHEXP","COMPULSORY","USD_CAP","A","1987",754.691,
"AUT","HEALTHEXP","COMPULSORY","USD_CAP","A","1988",799.756,
"AUT","HEALTHEXP","COMPULSORY","USD_CAP","A","1989",854.075,
"AUT","HEALTHEXP","COMPULSORY","USD_CAP","A","1990",1116.664,"B"
"AUT","HEALTHEXP","COMPULSORY","USD_CAP","A","1991",1192.193,
"AUT","HEALTHEXP","COMPULSORY","USD_CAP","A","1992",1285.885,
"AUT","HEALTHEXP","COMPULSORY","USD_CAP","A","1993",1403.373,
"AUT","HEALTHEXP","COMPULSORY","USD_CAP","A","1994",1543.673,
"AUT","HEALTHEXP","COMPULSORY","USD_CAP","A","1995",1588.832,
"AUT","HEALTHEXP","COMPULSORY","USD_CAP","A","1996",1633.635,
"AUT","HEALTHEXP","COMPULSORY","USD_CAP","A","1997",1723.297,
"AUT","HEALTHEXP","COMPULSORY","USD_CAP","A","1998",1839.675,
"AUT","HEALTHEXP","COMPULSORY","USD_CAP","A","1999",1942.585,
"AUT","HEALTHEXP","COMPULSORY","USD_CAP","A","2000",2042.238,
"AUT","HEALTHEXP","COMPULSORY","USD_CAP","A","2001",2067.79,
"AUT","HEALTHEXP","COMPULSORY","USD_CAP","A","2002",2190.935,
"AUT","HEALTHEXP","COMPULSORY","USD_CAP","A","2003",2283.566,
"AUT","HEALTHEXP","COMPULSORY","USD_CAP","A","2004",2404.963,"B"
"AUT","HEALTHEXP","COMPULSORY","USD_CAP","A","2005",2493.549,
"AUT","HEALTHEXP","COMPULSORY","USD_CAP","A","2006",2668.274,
"AUT","HEALTHEXP","COMPULSORY","USD_CAP","A","2007",2791.863,
"AUT","HEALTHEXP","COMPULSORY","USD_CAP","A","2008",3012.052,
"AUT","HEALTHEXP","COMPULSORY","USD_CAP","A","2009",3142.408,
"AUT","HEALTHEXP","COMPULSORY","USD_CAP","A","2010",3208.061,
"AUT","HEALTHEXP","COMPULSORY","USD_CAP","A","2011",3325.483,
"AUT","HEALTHEXP","COMPULSORY","USD_CAP","A","2012",3538.455,
"AUT","HEALTHEXP","COMPULSORY","USD_CAP","A","2013",3647.869,
"AUT","HEALTHEXP","COMPULSORY","USD_CAP","A","2014",3744.639,
"AUT","HEALTHEXP","COMPULSORY","USD_CAP","A","2015",3824.239,
"AUT","HEALTHEXP","COMPULSORY","USD_CAP","A","2016",3908.287,
"AUT","HEALTHEXP","COMPULSORY","USD_CAP","A","2017",4043.528,"P"
"BEL","HEALTHEXP","COMPULSORY","USD_CAP","A","1992",1146.623,
"BEL","HEALTHEXP","COMPULSORY","USD_CAP","A","1993",1165.479,
"BEL","HEALTHEXP","COMPULSORY","USD_CAP","A","1994",1182.06,
"BEL","HEALTHEXP","COMPULSORY","USD_CAP","A","1995",1294.003,"B"
"BEL","HEALTHEXP","COMPULSORY","USD_CAP","A","1996",1387.312,
"BEL","HEALTHEXP","COMPULSORY","USD_CAP","A","1997",1372.214,
"BEL","HEALTHEXP","COMPULSORY","USD_CAP","A","1998",1420.157,
"BEL","HEALTHEXP","COMPULSORY","USD_CAP","A","1999",1510.758,
"BEL","HEALTHEXP","COMPULSORY","USD_CAP","A","2000",1658.089,
"BEL","HEALTHEXP","COMPULSORY","USD_CAP","A","2001",1771.418,
"BEL","HEALTHEXP","COMPULSORY","USD_CAP","A","2002",1858.899,
"BEL","HEALTHEXP","COMPULSORY","USD_CAP","A","2003",2089.332,"B"
"BEL","HEALTHEXP","COMPULSORY","USD_CAP","A","2004",2230.66,
"BEL","HEALTHEXP","COMPULSORY","USD_CAP","A","2005",2300.293,
"BEL","HEALTHEXP","COMPULSORY","USD_CAP","A","2006",2393.84,
"BEL","HEALTHEXP","COMPULSORY","USD_CAP","A","2007",2484.705,
"BEL","HEALTHEXP","COMPULSORY","USD_CAP","A","2008",2741.213,
"BEL","HEALTHEXP","COMPULSORY","USD_CAP","A","2009",2966.249,
"BEL","HEALTHEXP","COMPULSORY","USD_CAP","A","2010",3079.958,
"BEL","HEALTHEXP","COMPULSORY","USD_CAP","A","2011",3215.475,
"BEL","HEALTHEXP","COMPULSORY","USD_CAP","A","2012",3358.203,
"BEL","HEALTHEXP","COMPULSORY","USD_CAP","A","2013",3492.661,
"BEL","HEALTHEXP","COMPULSORY","USD_CAP","A","2014",3607.855,
"BEL","HEALTHEXP","COMPULSORY","USD_CAP","A","2015",3598.054,
"BEL","HEALTHEXP","COMPULSORY","USD_CAP","A","2016",3672.174,
"BEL","HEALTHEXP","COMPULSORY","USD_CAP","A","2017",3760.69,"E"
"CAN","HEALTHEXP","COMPULSORY","USD_CAP","A","1980",585.342,
"CAN","HEALTHEXP","COMPULSORY","USD_CAP","A","1981",676.425,
"CAN","HEALTHEXP","COMPULSORY","USD_CAP","A","1982",765.651,
"CAN","HEALTHEXP","COMPULSORY","USD_CAP","A","1983",826.557,
"CAN","HEALTHEXP","COMPULSORY","USD_CAP","A","1984",877.42,
"CAN","HEALTHEXP","COMPULSORY","USD_CAP","A","1985",933.983,
"CAN","HEALTHEXP","COMPULSORY","USD_CAP","A","1986",987.9,
"CAN","HEALTHEXP","COMPULSORY","USD_CAP","A","1987",1031.894,
"CAN","HEALTHEXP","COMPULSORY","USD_CAP","A","1988",1096.101,
"CAN","HEALTHEXP","COMPULSORY","USD_CAP","A","1989",1172.431,
"CAN","HEALTHEXP","COMPULSORY","USD_CAP","A","1990",1258.05,
"CAN","HEALTHEXP","COMPULSORY","USD_CAP","A","1991",1360.087,
"CAN","HEALTHEXP","COMPULSORY","USD_CAP","A","1992",1416.135,
"CAN","HEALTHEXP","COMPULSORY","USD_CAP","A","1993",1425.641,
"CAN","HEALTHEXP","COMPULSORY","USD_CAP","A","1994",1428.742,
"CAN","HEALTHEXP","COMPULSORY","USD_CAP","A","1995",1420.68,
"CAN","HEALTHEXP","COMPULSORY","USD_CAP","A","1996",1413.367,
"CAN","HEALTHEXP","COMPULSORY","USD_CAP","A","1997",1464.541,
"CAN","HEALTHEXP","COMPULSORY","USD_CAP","A","1998",1578.498,
"CAN","HEALTHEXP","COMPULSORY","USD_CAP","A","1999",1617.662,
"CAN","HEALTHEXP","COMPULSORY","USD_CAP","A","2000",1694.672,
"CAN","HEALTHEXP","COMPULSORY","USD_CAP","A","2001",1818.061,
"CAN","HEALTHEXP","COMPULSORY","USD_CAP","A","2002",1899.615,
"CAN","HEALTHEXP","COMPULSORY","USD_CAP","A","2003",2038.283,
"CAN","HEALTHEXP","COMPULSORY","USD_CAP","A","2004",2149.65,
"CAN","HEALTHEXP","COMPULSORY","USD_CAP","A","2005",2293.166,
"CAN","HEALTHEXP","COMPULSORY","USD_CAP","A","2006",2434.005,
"CAN","HEALTHEXP","COMPULSORY","USD_CAP","A","2007",2556.246,
"CAN","HEALTHEXP","COMPULSORY","USD_CAP","A","2008",2660.54,
"CAN","HEALTHEXP","COMPULSORY","USD_CAP","A","2009",2880.393,
"CAN","HEALTHEXP","COMPULSORY","USD_CAP","A","2010",2955.986,
"CAN","HEALTHEXP","COMPULSORY","USD_CAP","A","2011",3002.457,
"CAN","HEALTHEXP","COMPULSORY","USD_CAP","A","2012",3044.32,
"CAN","HEALTHEXP","COMPULSORY","USD_CAP","A","2013",3148.551,
"CAN","HEALTHEXP","COMPULSORY","USD_CAP","A","2014",3193.934,
"CAN","HEALTHEXP","COMPULSORY","USD_CAP","A","2015",3267.052,
"CAN","HEALTHEXP","COMPULSORY","USD_CAP","A","2016",3319.113,"P"
"CAN","HEALTHEXP","COMPULSORY","USD_CAP","A","2017",3381.998,"P"
"CZE","HEALTHEXP","COMPULSORY","USD_CAP","A","1990",459.29,
"CZE","HEALTHEXP","COMPULSORY","USD_CAP","A","1991",432.052,
"CZE","HEALTHEXP","COMPULSORY","USD_CAP","A","1992",446.217,
"CZE","HEALTHEXP","COMPULSORY","USD_CAP","A","1993",607.116,
"CZE","HEALTHEXP","COMPULSORY","USD_CAP","A","1994",649.737,
"CZE","HEALTHEXP","COMPULSORY","USD_CAP","A","1995",707.75,"B"
"CZE","HEALTHEXP","COMPULSORY","USD_CAP","A","1996",734.886,
"CZE","HEALTHEXP","COMPULSORY","USD_CAP","A","1997",741.061,
"CZE","HEALTHEXP","COMPULSORY","USD_CAP","A","1998",749.165,
"CZE","HEALTHEXP","COMPULSORY","USD_CAP","A","1999",799.5,
"CZE","HEALTHEXP","COMPULSORY","USD_CAP","A","2000",831.185,"B"
"CZE","HEALTHEXP","COMPULSORY","USD_CAP","A","2001",924.312,
"CZE","HEALTHEXP","COMPULSORY","USD_CAP","A","2002",1014.755,
"CZE","HEALTHEXP","COMPULSORY","USD_CAP","A","2003",1138.051,"B"
"CZE","HEALTHEXP","COMPULSORY","USD_CAP","A","2004",1179.546,
"CZE","HEALTHEXP","COMPULSORY","USD_CAP","A","2005",1216.654,
"CZE","HEALTHEXP","COMPULSORY","USD_CAP","A","2006",1271.672,
"CZE","HEALTHEXP","COMPULSORY","USD_CAP","A","2007",1330.829,
"CZE","HEALTHEXP","COMPULSORY","USD_CAP","A","2008",1453.94,
"CZE","HEALTHEXP","COMPULSORY","USD_CAP","A","2009",1675.751,
"CZE","HEALTHEXP","COMPULSORY","USD_CAP","A","2010",1598.899,
"CZE","HEALTHEXP","COMPULSORY","USD_CAP","A","2011",1685.348,
"CZE","HEALTHEXP","COMPULSORY","USD_CAP","A","2012",1709.672,
"CZE","HEALTHEXP","COMPULSORY","USD_CAP","A","2013",1989.88,"B"
"CZE","HEALTHEXP","COMPULSORY","USD_CAP","A","2014",2041.65,
"CZE","HEALTHEXP","COMPULSORY","USD_CAP","A","2015",1996.719,
"CZE","HEALTHEXP","COMPULSORY","USD_CAP","A","2016",2034.436,
"CZE","HEALTHEXP","COMPULSORY","USD_CAP","A","2017",2149.85,"E"
"DNK","HEALTHEXP","COMPULSORY","USD_CAP","A","1980",726.054,
"DNK","HEALTHEXP","COMPULSORY","USD_CAP","A","1981",803.465,
"DNK","HEALTHEXP","COMPULSORY","USD_CAP","A","1982",888.922,
"DNK","HEALTHEXP","COMPULSORY","USD_CAP","A","1983",916.401,
"DNK","HEALTHEXP","COMPULSORY","USD_CAP","A","1984",927.573,
"DNK","HEALTHEXP","COMPULSORY","USD_CAP","A","1985",987.912,
"DNK","HEALTHEXP","COMPULSORY","USD_CAP","A","1986",1016.378,
"DNK","HEALTHEXP","COMPULSORY","USD_CAP","A","1987",1084.558,
"DNK","HEALTHEXP","COMPULSORY","USD_CAP","A","1988",1145.245,
"DNK","HEALTHEXP","COMPULSORY","USD_CAP","A","1989",1171.571,
"DNK","HEALTHEXP","COMPULSORY","USD_CAP","A","1990",1206.84,
"DNK","HEALTHEXP","COMPULSORY","USD_CAP","A","1991",1258.347,
"DNK","HEALTHEXP","COMPULSORY","USD_CAP","A","1992",1304.822,
"DNK","HEALTHEXP","COMPULSORY","USD_CAP","A","1993",1377.55,
"DNK","HEALTHEXP","COMPULSORY","USD_CAP","A","1994",1429.721,
"DNK","HEALTHEXP","COMPULSORY","USD_CAP","A","1995",1444.284,
"DNK","HEALTHEXP","COMPULSORY","USD_CAP","A","1996",1521.893,
"DNK","HEALTHEXP","COMPULSORY","USD_CAP","A","1997",1577.251,
"DNK","HEALTHEXP","COMPULSORY","USD_CAP","A","1998",1577.93,
"DNK","HEALTHEXP","COMPULSORY","USD_CAP","A","1999",1849.098,
"DNK","HEALTHEXP","COMPULSORY","USD_CAP","A","2000",1930.182,
"DNK","HEALTHEXP","COMPULSORY","USD_CAP","A","2001",2076.861,
"DNK","HEALTHEXP","COMPULSORY","USD_CAP","A","2002",2234.664,
"DNK","HEALTHEXP","COMPULSORY","USD_CAP","A","2003",2299.89,"B"
"DNK","HEALTHEXP","COMPULSORY","USD_CAP","A","2004",2477.472,
"DNK","HEALTHEXP","COMPULSORY","USD_CAP","A","2005",2599.788,
"DNK","HEALTHEXP","COMPULSORY","USD_CAP","A","2006",2868.368,
"DNK","HEALTHEXP","COMPULSORY","USD_CAP","A","2007",3041.328,
"DNK","HEALTHEXP","COMPULSORY","USD_CAP","A","2008",3298.724,
"DNK","HEALTHEXP","COMPULSORY","USD_CAP","A","2009",3636.13,
"DNK","HEALTHEXP","COMPULSORY","USD_CAP","A","2010",3730.593,
"DNK","HEALTHEXP","COMPULSORY","USD_CAP","A","2011",3769.499,"B"
"DNK","HEALTHEXP","COMPULSORY","USD_CAP","A","2012",3853.44,
"DNK","HEALTHEXP","COMPULSORY","USD_CAP","A","2013",4004.028,
"DNK","HEALTHEXP","COMPULSORY","USD_CAP","A","2014",4102.126,
"DNK","HEALTHEXP","COMPULSORY","USD_CAP","A","2015",4209.806,
"DNK","HEALTHEXP","COMPULSORY","USD_CAP","A","2016",4268.811,
"DNK","HEALTHEXP","COMPULSORY","USD_CAP","A","2017",4363.352,"E"
"FIN","HEALTHEXP","COMPULSORY","USD_CAP","A","1980",425.775,
"FIN","HEALTHEXP","COMPULSORY","USD_CAP","A","1981",482.874,
"FIN","HEALTHEXP","COMPULSORY","USD_CAP","A","1982",535.613,
"FIN","HEALTHEXP","COMPULSORY","USD_CAP","A","1983",571.162,
"FIN","HEALTHEXP","COMPULSORY","USD_CAP","A","1984",607.47,
"FIN","HEALTHEXP","COMPULSORY","USD_CAP","A","1985",690.216,
"FIN","HEALTHEXP","COMPULSORY","USD_CAP","A","1986",739.066,
"FIN","HEALTHEXP","COMPULSORY","USD_CAP","A","1987",802.267,
"FIN","HEALTHEXP","COMPULSORY","USD_CAP","A","1988",844.78,
"FIN","HEALTHEXP","COMPULSORY","USD_CAP","A","1989",931.386,
"FIN","HEALTHEXP","COMPULSORY","USD_CAP","A","1990",1052.983,
"FIN","HEALTHEXP","COMPULSORY","USD_CAP","A","1991",1172.156,
"FIN","HEALTHEXP","COMPULSORY","USD_CAP","A","1992",1160.036,
"FIN","HEALTHEXP","COMPULSORY","USD_CAP","A","1993",1030.179,"B"
"FIN","HEALTHEXP","COMPULSORY","USD_CAP","A","1994",1005.246,
"FIN","HEALTHEXP","COMPULSORY","USD_CAP","A","1995",1024.437,
"FIN","HEALTHEXP","COMPULSORY","USD_CAP","A","1996",1066.177,
"FIN","HEALTHEXP","COMPULSORY","USD_CAP","A","1997",1108.426,
"FIN","HEALTHEXP","COMPULSORY","USD_CAP","A","1998",1156.807,
"FIN","HEALTHEXP","COMPULSORY","USD_CAP","A","1999",1198.902,
"FIN","HEALTHEXP","COMPULSORY","USD_CAP","A","2000",1301.936,"B"
"FIN","HEALTHEXP","COMPULSORY","USD_CAP","A","2001",1395.778,
"FIN","HEALTHEXP","COMPULSORY","USD_CAP","A","2002",1526.435,
"FIN","HEALTHEXP","COMPULSORY","USD_CAP","A","2003",1664.748,
"FIN","HEALTHEXP","COMPULSORY","USD_CAP","A","2004",1827.89,
"FIN","HEALTHEXP","COMPULSORY","USD_CAP","A","2005",1932.206,
"FIN","HEALTHEXP","COMPULSORY","USD_CAP","A","2006",2058.664,
"FIN","HEALTHEXP","COMPULSORY","USD_CAP","A","2007",2204.938,
"FIN","HEALTHEXP","COMPULSORY","USD_CAP","A","2008",2414.49,
"FIN","HEALTHEXP","COMPULSORY","USD_CAP","A","2009",2509.22,
"FIN","HEALTHEXP","COMPULSORY","USD_CAP","A","2010",2553.788,
"FIN","HEALTHEXP","COMPULSORY","USD_CAP","A","2011",2723.402,
"FIN","HEALTHEXP","COMPULSORY","USD_CAP","A","2012",2843.046,
"FIN","HEALTHEXP","COMPULSORY","USD_CAP","A","2013",2946.249,
"FIN","HEALTHEXP","COMPULSORY","USD_CAP","A","2014",2943.886,
"FIN","HEALTHEXP","COMPULSORY","USD_CAP","A","2015",3070.813,"B"
"FIN","HEALTHEXP","COMPULSORY","USD_CAP","A","2016",3066.836,
"FIN","HEALTHEXP","COMPULSORY","USD_CAP","A","2017",3077.837,"E"
"FRA","HEALTHEXP","COMPULSORY","USD_CAP","A","1980",521.188,
"FRA","HEALTHEXP","COMPULSORY","USD_CAP","A","1985",789.986,
"FRA","HEALTHEXP","COMPULSORY","USD_CAP","A","1990",1073.632,
"FRA","HEALTHEXP","COMPULSORY","USD_CAP","A","1991",1141.123,
"FRA","HEALTHEXP","COMPULSORY","USD_CAP","A","1992",1216.483,
"FRA","HEALTHEXP","COMPULSORY","USD_CAP","A","1993",1290.864,
"FRA","HEALTHEXP","COMPULSORY","USD_CAP","A","1994",1332.276,
"FRA","HEALTHEXP","COMPULSORY","USD_CAP","A","1995",1625.196,"B"
"FRA","HEALTHEXP","COMPULSORY","USD_CAP","A","1996",1669.051,
"FRA","HEALTHEXP","COMPULSORY","USD_CAP","A","1997",1719.946,
"FRA","HEALTHEXP","COMPULSORY","USD_CAP","A","1998",1784.482,
"FRA","HEALTHEXP","COMPULSORY","USD_CAP","A","1999",1857.624,
"FRA","HEALTHEXP","COMPULSORY","USD_CAP","A","2000",1977.363,
"FRA","HEALTHEXP","COMPULSORY","USD_CAP","A","2001",2113.426,
"FRA","HEALTHEXP","COMPULSORY","USD_CAP","A","2002",2269.322,
"FRA","HEALTHEXP","COMPULSORY","USD_CAP","A","2003",2241.144,"B"
"FRA","HEALTHEXP","COMPULSORY","USD_CAP","A","2004",2332.309,
"FRA","HEALTHEXP","COMPULSORY","USD_CAP","A","2005",2458.259,
"FRA","HEALTHEXP","COMPULSORY","USD_CAP","A","2006",2607.115,
"FRA","HEALTHEXP","COMPULSORY","USD_CAP","A","2007",2714.838,
"FRA","HEALTHEXP","COMPULSORY","USD_CAP","A","2008",2823.438,
"FRA","HEALTHEXP","COMPULSORY","USD_CAP","A","2009",2999.643,
"FRA","HEALTHEXP","COMPULSORY","USD_CAP","A","2010",3080.969,
"FRA","HEALTHEXP","COMPULSORY","USD_CAP","A","2011",3197.563,
"FRA","HEALTHEXP","COMPULSORY","USD_CAP","A","2012",3252.926,
"FRA","HEALTHEXP","COMPULSORY","USD_CAP","A","2013",3456.188,
"FRA","HEALTHEXP","COMPULSORY","USD_CAP","A","2014",3568.978,
"FRA","HEALTHEXP","COMPULSORY","USD_CAP","A","2015",3566.119,
"FRA","HEALTHEXP","COMPULSORY","USD_CAP","A","2016",3956.65,
"FRA","HEALTHEXP","COMPULSORY","USD_CAP","A","2017",4068.423,"E"
"DEU","HEALTHEXP","COMPULSORY","USD_CAP","A","1980",747.97,
"DEU","HEALTHEXP","COMPULSORY","USD_CAP","A","1981",851.109,
"DEU","HEALTHEXP","COMPULSORY","USD_CAP","A","1982",876.484,
"DEU","HEALTHEXP","COMPULSORY","USD_CAP","A","1983",916.329,
"DEU","HEALTHEXP","COMPULSORY","USD_CAP","A","1984",996.673,
"DEU","HEALTHEXP","COMPULSORY","USD_CAP","A","1985",1072.819,
"DEU","HEALTHEXP","COMPULSORY","USD_CAP","A","1986",1108.677,
"DEU","HEALTHEXP","COMPULSORY","USD_CAP","A","1987",1163.358,
"DEU","HEALTHEXP","COMPULSORY","USD_CAP","A","1988",1265.276,
"DEU","HEALTHEXP","COMPULSORY","USD_CAP","A","1989",1234.449,
"DEU","HEALTHEXP","COMPULSORY","USD_CAP","A","1990",1326.06,
"DEU","HEALTHEXP","COMPULSORY","USD_CAP","A","1992",1560.343,"B"
"DEU","HEALTHEXP","COMPULSORY","USD_CAP","A","1993",1556.377,
"DEU","HEALTHEXP","COMPULSORY","USD_CAP","A","1994",1673.619,
"DEU","HEALTHEXP","COMPULSORY","USD_CAP","A","1995",1806.409,
"DEU","HEALTHEXP","COMPULSORY","USD_CAP","A","1996",1919.956,
"DEU","HEALTHEXP","COMPULSORY","USD_CAP","A","1997",1910.029,
"DEU","HEALTHEXP","COMPULSORY","USD_CAP","A","1998",1959.359,
"DEU","HEALTHEXP","COMPULSORY","USD_CAP","A","1999",2084.785,
"DEU","HEALTHEXP","COMPULSORY","USD_CAP","A","2000",2119.731,
"DEU","HEALTHEXP","COMPULSORY","USD_CAP","A","2001",2222.056,
"DEU","HEALTHEXP","COMPULSORY","USD_CAP","A","2002",2332.487,
"DEU","HEALTHEXP","COMPULSORY","USD_CAP","A","2003",2425.585,
"DEU","HEALTHEXP","COMPULSORY","USD_CAP","A","2004",2431.92,
"DEU","HEALTHEXP","COMPULSORY","USD_CAP","A","2005",2504.416,
"DEU","HEALTHEXP","COMPULSORY","USD_CAP","A","2006",2641.832,
"DEU","HEALTHEXP","COMPULSORY","USD_CAP","A","2007",2772.65,
"DEU","HEALTHEXP","COMPULSORY","USD_CAP","A","2008",2956.136,
"DEU","HEALTHEXP","COMPULSORY","USD_CAP","A","2009",3508.671,
"DEU","HEALTHEXP","COMPULSORY","USD_CAP","A","2010",3668.387,
"DEU","HEALTHEXP","COMPULSORY","USD_CAP","A","2011",3809.51,
"DEU","HEALTHEXP","COMPULSORY","USD_CAP","A","2012",3899.998,
"DEU","HEALTHEXP","COMPULSORY","USD_CAP","A","2013",4141.772,
"DEU","HEALTHEXP","COMPULSORY","USD_CAP","A","2014",4354.249,
"DEU","HEALTHEXP","COMPULSORY","USD_CAP","A","2015",4465.266,
"DEU","HEALTHEXP","COMPULSORY","USD_CAP","A","2016",4612.3,
"DEU","HEALTHEXP","COMPULSORY","USD_CAP","A","2017",4869.427,"P"
